canonical_type,suggested_canonical,changed_flag,object_types_list,objectType,physicalDescription
"reamer, lemons","reamer, lemons",False,"['reamer, lemon', 'Lemon Reamer; Kitchen Utensils']","{""Object Name"": ""reamer, lemon"", ""Other Terms"": ""Lemon Reamer; Kitchen Utensils""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 1 5/8 in x 1 1/2 in x 5 3/8 in; 4.1275 cm x 3.81 cm x 13.6525 cm""}"
reaper cutters,reaper cutters,False,"['Reaper Cutter', 'model, cutter for reaper']","{""Object Name"": ""Reaper Cutter\nmodel, cutter for reaper""}",
rebecs,rebecs,False,['rebec'],"{""Object Name"": ""rebec""}","{""Physical Description"": ""poplar (overall material)\ngut (strings material)"", ""Measurements"": ""overall: 21 1/8 in x 5 3/4 in x 3 5/8 in; 53.6575 cm x 14.605 cm x 9.2075 cm""}"
receipts,receipts,False,"['Receipt; 1778 02 12', 'Receipt']","{""Object Name"": ""Receipt"", ""Other Terms"": ""Receipt; 1778 02 12""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 7.9 cm x 16.7 cm x .01 cm; 3 1/8 in x 6 9/16 in x in""}"
reciept; sheet ; manuscripts,reciept,True,"['Reciept; Sheet (Paper); Manuscript', 'reciept']","{""Object Name"": ""reciept"", ""Other Terms"": ""Reciept; Sheet (Paper); Manuscript""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 6 3/4 in x 8 1/8 in; 17.145 cm x 20.6375 cm""}"
reflecting circles,reflecting circles,False,['reflecting circle'],"{""Object Name"": ""reflecting circle""}","{""Measurements"": ""overall: 10 1/2 in; 26.67 cm\noverall in case: 3 in x 12 3/4 in x 12 1/2 in; 7.62 cm x 32.385 cm x 31.75 cm""}"
"regimental flag, 2nd south carolina regiments","regimental flag, 2nd south carolina regiments",False,"['regimental flag, 2nd South Carolina regiment', 'regimental flag, 2nd south carolina regiment', 'Regimental color, 2nd South Carolina Regiment']","{""Object Name"": ""Regimental color, 2nd South Carolina Regiment\nregimental flag, 2nd south carolina regiment\nregimental flag, 2nd South Carolina regiment""}",
relief processes,relief processes,False,"['Prints, set of (19)', 'Relief Processes']","{""Object Name"": ""Prints, set of (19)"", ""Object Type"": ""Relief Processes""}","{""Measurements"": ""overall: 8.6 cm x 5.8 cm; 3 3/8 in x 2 5/16 in""}"
reliquaries,reliquaries,False,['Reliquaries'],"{""Object Name"": ""Reliquary""}","{""Physical Description"": ""stamped (frame production method/technique)\ntwisted (frame production method/technique)\nglass (covers (2) material)\nink (?? material)\nink (painting material)\nmetal, copper (painting material)\nmetal, silver (frame material)\npaint (painting material)\npaper (tag material)\nparchment (painting material)\ncut (frame production method/technique)\npainted (painting production method/technique)\nprinted (painting production method/technique)"", ""Measurements"": ""overall: 7 cm x 5.2 cm x 1.15 cm; 2 3/4 in x 2 1/16 in x 7/16 in""}"
retablos,retablos,False,['Retablos (panel paintings)'],"{""Object Name"": ""Retablo""}","{""Physical Description"": ""wood (overall material)\ntempera (overall material)\ngesso (overall material)"", ""Measurements"": ""overall: 6 in x 5 1/4 in x 3/4 in; 15.24 cm x 13.335 cm x 1.905 cm""}"
retorts,retorts,False,['Retort'],"{""Object Name"": ""Retort""}","{""Measurements"": ""overall: 48.2 cm x 15.1 cm; 18 31/32 in x 5 15/16 in\ninner opening: 19 mm; x 3/4 in\noverall: 18 in x 6 in x 8 1/2 in; 45.72 cm x 15.24 cm x 21.59 cm""}"
revenue measures sets,revenue measures sets,False,['Revenue Measures Set'],"{""Object Name"": ""Revenue Measures Set""}","{""Measurements"": ""each staff: 10 in; 25.4 cm\ncase: 1 1/2 in x 11 in x 3 1/2 in; 3.81 cm x 27.94 cm x 8.89 cm\noverall (adding each staff): 50 in; 127 cm\nslide rule: 10 in; 25.4 cm\noverall in case: 2 1/2 in x 11 1/4 in x 3 7/8 in; 6.35 cm x 28.575 cm x 9.8425 cm""}"
ribbons,ribbons,False,['Ribbon (material)'],"{""Object Name"": ""Ribbon"", ""Object Type"": ""ribbon""}","{""Measurements"": ""overall, mounted: 6 1/4 in x 2 5/16 in; 15.875 cm x 5.87375 cm""}"
rifles,rifles,False,"['rifle; Firearms; Flintlock; .52 In; Rifled; Muzzle Load; Sa', 'Rifles (long guns)', 'rifle, flintlock']","{""Object Name"": ""rifle\nrifle, flintlock"", ""Other Terms"": ""rifle; Firearms; Flintlock; .52 In; Rifled; Muzzle Load; Sa""}","{""Measurements"": ""overall: 55 3/4 in x 2 1/2 in; 141.605 cm x 6.35 cm""}"
rings,rings,False,"['Rings (object genres)', 'Ring; Jewelry; Accessories Worn on the Body; Female; Mourning']","{""Object Name"": ""Ring"", ""Other Terms"": ""Ring; Jewelry; Accessories Worn on the Body; Female; Mourning""}","{""Physical Description"": ""metal (overall material)\nglass (overall material)""}"
roasters,roasters,False,['Roasters (cookware)'],"{""Object Name"": ""roaster""}","{""Physical Description"": ""iron, wrought (overall material)"", ""Measurements"": ""overall: 10 in x 4 1/2 in x 14 1/2 in; 25.4 cm x 11.43 cm x 36.83 cm""}"
rugs,rugs,False,['Rugs'],"{""Object Name"": ""Rug""}","{""Measurements"": ""overall: 46 1/2 in x 35 in; 118.11 cm x 88.9 cm""}"
runic calendars,runic calendars,False,['runic calendar'],"{""Object Name"": ""runic calendar""}","{""Measurements"": ""overall: 2 1/2 in x 5 in x 3/4 in; 6.35 cm x 12.7 cm x 1.905 cm\noverall: 3/4 in x 5 in x 2 3/8 in; 1.905 cm x 12.7 cm x 6.0325 cm""}"
"saber, dragoons","saber, dragoons",False,"['Saber, Dragoon', 'Saber; Saber, Dragoon; Edged Weapons; Army; Dragoon']","{""Object Name"": ""Saber, Dragoon"", ""Other Terms"": ""Saber; Saber, Dragoon; Edged Weapons; Army; Dragoon""}","{""Measurements"": ""overall: 114.6 cm x 16 cm x 7.8 cm; 45 1/8 in x 6 5/16 in x 3 1/16 in""}"
sabers,sabers,False,"['saber', 'Saber; Edged Weapons', 'Saber']","{""Object Name"": ""Saber\nsaber"", ""Other Terms"": ""Saber; Edged Weapons""}","{""Measurements"": ""overall, scabbard: 1 in x 4 3/4 in x 34 1/2 in; 2.54 cm x 12.065 cm x 87.63 cm\noverall, saber: 2 1/8 in x 4 3/4 in x 33 1/2 in; 5.3975 cm x 12.065 cm x 85.09 cm""}"
"saddle, sides","saddle, sides",False,"['side saddle', 'Saddle, Side']","{""Object Name"": ""Saddle, Side\nside saddle""}","{""Physical Description"": ""cloth (overall material)\nhair (overall material)\nleather (overall material)\ntanned (overall production method/technique)"", ""Measurements"": ""overall: 24 in x 18 in x 21 in; 60.96 cm x 45.72 cm x 53.34 cm""}"
saddles,saddles,False,"['Saddles (seats)', 'Saddle; Equipment, Horse']","{""Object Name"": ""Saddle"", ""Other Terms"": ""Saddle; Equipment, Horse""}","{""Physical Description"": ""cloth (overall material)\nleather (overall material)"", ""Measurements"": ""overall: 17 in x 27 in x 20 in; 43.18 cm x 68.58 cm x 50.8 cm""}"
safes,safes,False,['Safes (storage containers)'],"{""Object Name"": ""Safe""}","{""Measurements"": ""safe:;\noverall: 61 1/2 in x 43 in x 34 in; 156.21 cm x 109.22 cm x 86.36 cm""}"
salts,salts,False,['Salt (inorganic material)'],"{""Object Name"": ""Salt""}","{""Physical Description"": ""pewter (overall material)"", ""Measurements"": ""overall: 2 1/4 in x 4 5/16 in; 5.715 cm x 10.95375 cm\nrim diameter: 4 5/16 in; 10.95375 cm\nbase diameter: 3 in; 7.62 cm""}"
samplers,samplers,False,['Samplers (embroidery)'],"{""Object Name"": ""Sampler""}","{""Physical Description"": ""cloth, linen (overall material)\nfiber (overall material)\nglass (frame material)\nwood (frame material)"", ""Measurements"": ""overall-framed: 20 1/2 in x 17 in x 5/8 in; 52.07 cm x 43.18 cm x 1.5875 cm""}"
sanders,sanders,False,['Sanders (tools)'],"{""Object Name"": ""sander""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 3 1/2 in x 3 1/2 in; 8.89 cm x 8.89 cm""}"
santos,santos,False,['Santo'],"{""Object Name"": ""Santo""}","{""Physical Description"": ""wood (overall material)\npaint (overall material)"", ""Measurements"": ""overall: 28.5 cm x 14 cm x 8 cm; 11 7/32 in x 5 1/2 in x 3 5/32 in""}"
sash and pendants,sash and pendants,False,"['sash and pendant', 'Emblems (Symbols)']","{""Object Name"": ""sash and pendant\nemblem""}","{""Physical Description"": ""silk (overall material)\nsilver (part: pendant material)"", ""Measurements"": ""overall: 3 5/8 in x 32 in x 1/4 in; 9.2075 cm x 81.28 cm x .635 cm""}"
sauceboats,sauceboats,False,['sauceboat'],"{""Object Name"": ""sauceboat""}","{""Physical Description"": ""black (overall color)\nblue (overall color)\npolychrome (overall surface decoration color name)\nceramic, porcelain, hard-paste (overall material)"", ""Measurements"": ""overall: 3 7/8 in x 8 7/8 in x 7 1/2 in; 9.8425 cm x 22.5425 cm x 19.05 cm""}"
saucers,saucers,False,"['bowl, tea', 'Saucers (plates)']","{""Object Name"": ""bowl, tea\nsaucer""}","{""Physical Description"": ""polychrome (component surface decoration color name)\nfloral bouquet (overall description of decoration)\nceramic, porcelain, hard-paste (saucer material)\nceramic, porcelain, hard-paste (teabowl material)"", ""Measurements"": ""overall cup: 1 13/16 in x 3 5/8 in; 4.60375 cm x 9.2075 cm\noverall saucer: 1 3/16 in x 5 9/16 in; 3.01625 cm x 14.12875 cm""}"
saws,saws,False,['Saws'],"{""Object Name"": ""Saw""}","{""Physical Description"": ""metal (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 21 7/8 in x 2 1/2 in; 55.5625 cm x 6.35 cm""}"
"scabbard, bayonets","scabbard, bayonets",False,"['scabbard, bayonet', 'Scabbard; Edged Weapons; Militia?', 'Scabbards']","{""Object Name"": ""Scabbard\nscabbard, bayonet"", ""Other Terms"": ""Scabbard; Edged Weapons; Militia?""}","{""Physical Description"": ""leather (?? material)\nleather (belt material)"", ""Measurements"": ""overall, as stored: 46 in x 20 in x 2 in; 116.84 cm x 50.8 cm x 5.08 cm""}"
"scale rule, foldings","scale rule, foldings",False,"['scale rule, folding', 'rule, folding']","{""Object Name"": ""rule, folding\nscale rule, folding""}","{""Physical Description"": ""brass (overall material)"", ""Measurements"": ""overall: .1 cm x 105 cm x 1.1 cm; 1/32 in x 41 11/32 in x 7/16 in""}"
scale rules,scale rules,False,"['scale, plotting', 'scale rule']","{""Object Name"": ""scale rule\nscale, plotting""}","{""Physical Description"": ""brass (overall material)"", ""Measurements"": ""overall: 41.6 cm x 3.6 cm x .2 cm; 16 3/8 in x 1 13/32 in x 3/32 in""}"
"scale, balances",balances,True,"['scale, balance']","{""Object Name"": ""scale, balance""}","{""Physical Description"": ""iron, wrought (beam material)\nwire, iron (hooks; hanging loop; rims in pans material)\nbrass (pans material)\ncotton (cord material)"", ""Measurements"": ""overall: 1 1/2 in x 8 3/4 in x 5 3/4 in; 3.81 cm x 22.225 cm x 14.605 cm""}"
school tax records,school tax records,False,['school tax record'],"{""Object Name"": ""school tax record""}","{""Physical Description"": ""paper (overall material)\nink (overall material)"", ""Measurements"": ""overall: 6 1/4 in x 7 1/2 in; 15.875 cm x 19.05 cm""}"
"scraper, ivories","scraper, ivories",False,"['scraper, ivory']","{""Object Name"": ""scraper, ivory""}","{""Physical Description"": ""sperm-whale's jaw (overall material)"", ""Measurements"": ""overall: 7 1/4 in x 5 5/8 in x 1 in; 18.415 cm x 14.2875 cm x 2.54 cm""}"
scrimshaws,scrimshaws,False,"['Scrimshaws', 'scrimshaw; Maritime', 'scrimshaw powder horn', 'scrimshaw', 'Swrimshaws']","{""Object Name"": ""scrimshaw\nscrimshaw powder horn\nscrimshaw tooth, whale"", ""Object Type"": ""scrimshaws"", ""Other Terms"": ""scrimshaw; Maritime""}","{""Physical Description"": ""bone (?) (overall material)"", ""Measurements"": ""overall: 3 3/4 in x 1 3/4 in x 1 3/4 in; 9.525 cm x 4.445 cm x 4.445 cm""}"
sculpture fragments,sculptures,True,['Sculpture Fragment'],"{""Object Name"": ""Sculpture Fragment""}","{""Physical Description"": ""carved and polychromed (overall production method/technique)\nwood (overall material)\npaints, polychrome (overall material)\ngesso (overall material)\nroman catholicism (overall single or multi-hued)\nspanish colonial (overall style)"", ""Measurements"": ""overall: 32 cm x 22 cm x 5.6 cm; 12 5/8 in x 8 11/16 in x 2 3/16 in""}"
sculptures,sculptures,False,['Sculpture'],"{""Type"": ""Sculpture-Medal""}","{""Medium"": ""silver"", ""Dimensions"": ""1 3/4 in. (4.6 cm) diam.""}"
scutching knives,scutching knives,False,['scutching knife'],"{""Object Name"": ""scutching knife""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 27 1/2 in x 2 1/4 in; 69.85 cm x 5.715 cm""}"
seam rubbers,seam rubbers,False,['seam rubber'],"{""Object Name"": ""seam rubber""}","{""Physical Description"": ""panbone (overall material)"", ""Measurements"": ""overall: 4 1/8 in x 1 1/2 in x 5/8 in; 10.4775 cm x 3.81 cm x 1.5875 cm""}"
"section, water mains","section, water mains",False,"['section, water main']","{""Object Name"": ""section, water main""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 17 3/4 in x 14 in; 45.085 cm x 35.56 cm""}"
sectors,sectors,False,['sector'],"{""Object Name"": ""sector""}","{""Physical Description"": ""brass (overall material)"", ""Measurements"": ""overall: 3.1 cm x 16.7 cm x .4 cm; 1 7/32 in x 6 9/16 in x 5/32 in""}"
semi circles,semi circles,False,"['semi-circle', 'sighting instrument']","{""Object Name"": ""semi-circle\nsighting instrument""}","{""Measurements"": ""box: 11 1/4 in x 7 5/8 in x 2 5/8 in; 28.575 cm x 19.3675 cm x 6.6675 cm\ninstrument: 10 3/16 in x 6 1/2 in x 4 3/4 in; 25.87625 cm x 16.51 cm x 12.065 cm""}"
serpents,serpents,False,['serpent'],"{""Object Name"": ""serpent""}","{""Physical Description"": ""maple (overall material)\nleather (overall material)\nlinen (overall material)\nbrass (overall material)\nivory (overall material)"", ""Measurements"": ""serpent: 4 3/4 in x 17 1/4 in x 28 7/8 in; 12.065 cm x 43.815 cm x 73.3425 cm\nmouthpiece extender: 7/8 in x 4 3/8 in x 7 7/8 in; 2.2225 cm x 11.1125 cm x 20.0025 cm\nmouthpiece ivory: 1 13/16 in x 1 5/16 in; 4.60375 cm x 3.33375 cm\nbox of fragments: 3 1/4 in x 10 in x 13 in; 8.255 cm x 25.4 cm x 33.02 cm""}"
set squares,set squares,False,['set square'],"{""Object Name"": ""set square""}","{""Physical Description"": ""brass (overall material)"", ""Measurements"": ""overall, folded: 16.2 cm x 2 cm x .4 cm; 6 3/8 in x 25/32 in x 5/32 in""}"
sewing cases,sewing cases,False,['Sewing Case'],"{""Object Name"": ""Sewing Case""}","{""Measurements"": ""overall: 9.144 cm x 6.985 cm x 5.08 cm; 3 5/8 in x 2 3/4 in x 2 in""}"
shawls,shawls,False,"['Shawls', 'Shawl; Outerwear; Female']","{""Object Name"": ""Shawl"", ""Other Terms"": ""Shawl; Outerwear; Female""}",
shears,shears,False,"['Scissors', 'Shears (cutting tools)']","{""Object Name"": ""scissors\nshears"", ""Object Type"": ""scissors""}","{""Measurements"": ""overall: 10 1/4 in; 26.035 cm""}"
"sheet , set of music manuscripts",music transcripts,True,"['sheet (paper), set of music manuscript', 'Sheet (Paper); Sheet (Paper), set of music manuscript; Manuscript']","{""Object Name"": ""sheet (paper), set of music manuscript"", ""Other Terms"": ""Sheet (Paper); Sheet (Paper), set of music manuscript; Manuscript""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 7 3/4 in x 3 1/8 in; 19.685 cm x 7.9375 cm""}"
sheet ; manuscripts,music transcripts,True,"['sheet (paper)', 'Sheet (Paper); Manuscript', 'Sheet (Paper)', 'Manuscripts']","{""Object Name"": ""Sheet (Paper)\nsheet (paper)\nmanuscript"", ""Other Terms"": ""Sheet (Paper); Manuscript""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 4 5/8 in x 7 3/8 in; 11.7475 cm x 18.7325 cm""}"
sheet musics,music transcripts,True,['Sheet music'],"{""Object Name"": ""Sheet Music"", ""Object Type"": ""Sheet Music\nsheet music""}","{""Measurements"": ""overall: 13 1/4 in x 10 in; 33.655 cm x 25.4 cm""}"
sheet of papers,music transcripts,True,"['Sheet of Paper', 'Sheet of Paper; Documents']","{""Object Name"": ""Sheet of Paper"", ""Other Terms"": ""Sheet of Paper; Documents""}","{""Physical Description"": ""paper (overall material)""}"
sheet; manuscripts,music transcripts,True,"['Sheet; Manuscript', 'valentine']","{""Object Name"": ""valentine"", ""Other Terms"": ""Sheet; Manuscript""}","{""Physical Description"": ""paper (overall material)\nink (overall material)"", ""Measurements"": ""overall: 1/16 in x 3 1/2 in x 3 5/8 in; .15875 cm x 8.89 cm x 9.2075 cm""}"
sheets,music transcripts,True,"['sheet, linen, hand-woven', 'Sheet']","{""Object Name"": ""Sheet\nsheet, linen, hand-woven""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 13 1/4 in x 10 1/2 in; 33.655 cm x 26.67 cm""}"
"sheets , set of music manuscripts",music transcripts,True,"['sheets (paper), set of music manuscripts', 'Pamphlet; sheets (paper), set of music manuscripts; Manuscript']","{""Object Name"": ""sheets (paper), set of music manuscripts"", ""Other Terms"": ""Pamphlet; sheets (paper), set of music manuscripts; Manuscript""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 4 1/2 in x 7 1/2 in; 11.43 cm x 19.05 cm\noverall: 1/16 in x 7 5/8 in x 4 3/8 in; .15875 cm x 19.3675 cm x 11.1125 cm""}"
"sheets, set oves",music transcripts,True,"['Sheets, Set Of']","{""Object Name"": ""Sheets, Set Of""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: .5 cm x 22 cm x 28.5 cm; 3/16 in x 8 21/32 in x 11 7/32 in""}"
shells,shells,False,"['Shell (animal material)', 'ball, cannon', 'Shell; Ammunition, Artillery; 3 In']","{""Object Name"": ""Shell\nball, cannon"", ""Object Type"": ""shell"", ""Other Terms"": ""Shell; Ammunition, Artillery; 3 In""}",
shelves,shelves,False,['Shelves'],"{""Object Name"": ""Shelf""}","{""Physical Description"": ""wood (overall material)\npaint (overall material)"", ""Measurements"": ""overall: 183 cm x 166.8 cm x 46 cm; 72 1/16 in x 65 11/16 in x 18 1/8 in""}"
shields,shields,False,['Shields (armor)'],"{""Object Name"": ""Shield\nshield""}","{""Physical Description"": ""leather, rawhide (overall material)\npaint (overall material)"", ""Measurements"": ""overall: 124.5 cm x 137.5 cm x 4 cm; 49 1/32 in x 54 1/8 in x 1 9/16 in""}"
shirt fragments,shirt fragments,False,"['Shirt Fragments', 'Shirt Fragments; Male']","{""Object Name"": ""Shirt Fragments"", ""Other Terms"": ""Shirt Fragments; Male""}",
shoes,shoes,False,"['Shoes, Pair of; Footwear; Accessories Worn on the Body; Female', 'Shoes (footwear)']","{""Object Name"": ""Shoes, Pair of"", ""Other Terms"": ""Shoes, Pair of; Footwear; Accessories Worn on the Body; Female""}","{""Physical Description"": ""silk (overall material)"", ""Measurements"": ""overall: 4 in x 9 in x 3 3/4 in; 10.16 cm x 22.86 cm x 9.525 cm""}"
shop signs,shop signs,False,"['Signs (declaratory or advertising artifacts)', 'Shop signs']","{""Object Name"": ""Shop Sign\nsign""}","{""Physical Description"": ""paint (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 35 1/4 in x 27 1/2 in; 89.535 cm x 69.85 cm""}"
"shotgun, flintlocks","shotgun, flintlocks",False,"['shotgun, flintlock', 'Shotgun', 'Shotgun; Firearms; Flintlock; 24 Ga; Smooth Bore; Muzzle Load; Sa']","{""Object Name"": ""Shotgun\nshotgun, flintlock"", ""Other Terms"": ""Shotgun; Firearms; Flintlock; 24 Ga; Smooth Bore; Muzzle Load; Sa""}","{""Measurements"": ""overall: 7 in x 45 in x 3 3/4 in; 17.78 cm x 114.3 cm x 9.525 cm\noverall, fowler: 46 1/4 in x 3 1/4 in; 117.475 cm x 8.255 cm""}"
shots,shots,False,"['Bar Shot', 'Shot']","{""Object Name"": ""Shot\nBar Shot""}","{""Measurements"": ""overall: 5 in x 16 in x 5 in; 12.7 cm x 40.64 cm x 12.7 cm\noverall:;""}"
shovels,shovels,False,['Shovels'],"{""Object Name"": ""shovel""}","{""Physical Description"": ""iron, wrought (overall material)"", ""Measurements"": ""overall: 5/8 in x 42 3/4 in x 6 7/8 in; 1.5875 cm x 108.585 cm x 17.4625 cm""}"
"shrine, pockets","shrine, pockets",False,"['shrine, pocket']","{""Object Name"": ""shrine, pocket""}","{""Physical Description"": ""ivory (overall material)"", ""Measurements"": ""overall: 2 1/8 in x 5/8 in; 5.3975 cm x 1.5875 cm""}"
side chairs,chairs,True,"['Side chairs', 'Sheraton', 'furnishings']","{""Object Name"": ""Side Chair"", ""Object Type"": ""Sheraton\nside chairs\nfurnishings""}","{""Physical Description"": ""sheraton (overall style)""}"
signatures,signatures,False,['signature'],"{""Object Name"": ""signature""}","{""Measurements"": ""overall: 12 1/2 in x 15 in; 31.75 cm x 38.1 cm""}"
silhouettes,silhouettes,False,['Silhouettes'],"{""Type"": ""Silhouette""}","{""Medium"": ""hollow cut: white paper on black card"", ""Dimensions"": ""sight 2 7/8 x 2 1/4 in. (7.2 x 5.8 cm.) oval""}"
silk pictures,silk pictures,False,['silk picture'],"{""Object Name"": ""silk picture""}","{""Physical Description"": ""silk (ground material)\nsilk (thread material)"", ""Measurements"": ""overall: 19 in x 10 in; 48.26 cm x 25.4 cm""}"
"silk, embroideries","silk, embroideries",False,"['silk, embroidery', 'Pictures (object genre)']","{""Object Name"": ""picture\nsilk, embroidery""}","{""Physical Description"": ""silk (ground material)\nwood (frame material)\nsilk (embroidery threads material)\nwater color (painting material)\nink (inscription material)"", ""Measurements"": ""overall: 26 in x 22 in; 66.04 cm x 55.88 cm""}"
skewers,skewers,False,['Skewers'],"{""Object Name"": ""Skewer\nskewer""}","{""Physical Description"": ""silver (overall material)"", ""Measurements"": ""overall: 13 in x 1 1/8 in; 33.02 cm x 2.794 cm""}"
skillets,skillets,False,['Skillets'],"{""Object Name"": ""skillet""}","{""Physical Description"": ""iron, cast (overall material)"", ""Measurements"": ""overall: 3 3/4 in x 14 3/4 in x 7 3/4 in; 9.525 cm x 37.465 cm x 19.685 cm""}"
skimmers,skimmers,False,['Skimmers (culinary tools)'],"{""Object Name"": ""skimmer""}","{""Physical Description"": ""brass (bowl; handle; rivets material)"", ""Measurements"": ""overall: 3 3/8 in x 17 in x 5 3/8 in; 8.5725 cm x 43.18 cm x 13.6525 cm""}"
slates,slates,False,['Slate (rock)'],"{""Object Name"": ""slate""}","{""Physical Description"": ""slate (writing surface material)\nwood (frame material)\niron (nails material)\nbrass (thumbtacks material)"", ""Measurements"": ""overall: 10 1/4 in x 8 3/8 in x 1/2 in; 26.035 cm x 21.2725 cm x 1.27 cm\nwriting surface: 8 in x 6 1/8 in; 20.32 cm x 15.5575 cm""}"
slave leg irons,slave leg irons,False,"['Slave Leg Irons', 'irons, leg']","{""Object Name"": ""Slave Leg Irons\nirons, leg""}","{""Physical Description"": ""metal, iron (overall material)\nblack (overall color)"", ""Measurements"": ""average spatial: 6 in x 36 in; x 15.24 cm x 91.44 cm""}"
slide rules,slide rules,False,['Slide rules'],"{""Object Name"": ""slide rule""}","{""Physical Description"": ""boxwood (overall material)"", ""Measurements"": ""overall: 2 cm x 23 cm x 2.5 cm; 25/32 in x 9 1/16 in x 31/32 in\noverall: 2 cm x 23 cm x 2.5 cm; 13/16 in x 9 1/16 in x in""}"
snuffboxes,boxes,True,['Snuffboxes'],"{""Object Name"": ""snuff box""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 1 1/4 in x 2 1/2 in; 3.175 cm x 6.35 cm""}"
snuffers and trays,trays,True,['Snuffers and Tray'],"{""Object Name"": ""Snuffers and Tray""}","{""Physical Description"": ""silver (overall material)"", ""Measurements"": ""tray, snuffer: 22.1 cm x 8.9 cm; 8 11/16 in x 3 1/2 in\noverall: 7/8 in x 8 7/8 in x 3 1/2 in; 2.2225 cm x 22.5425 cm x 8.89 cm""}"
"soda glass, holders","soda glass, holders",False,"['soda glass, holder', 'Holder, Soda Glass; Soda Fountain; Furnishings', 'Holder, Soda Glass']","{""Object Name"": ""Holder, Soda Glass\nsoda glass, holder"", ""Other Terms"": ""Holder, Soda Glass; Soda Fountain; Furnishings""}","{""Physical Description"": ""metal, silver-plated (overall material)"", ""Measurements"": ""overall: 3 7/8 in x 4 5/8 in x 3 1/4 in; 9.8425 cm x 11.7475 cm x 8.255 cm""}"
sofas,sofas,False,"['Sofa', 'Sofa; Doll House Furnishings; Toys']","{""Object Name"": ""Sofa"", ""Other Terms"": ""Sofa; Doll House Furnishings; Toys""}","{""Physical Description"": ""cloth (overall material)\ncardboard (overall material)"", ""Measurements"": ""overall: 9 cm x 13 in x 5 1/2 in; 3 17/32 in x 33.02 cm x 13.97 cm""}"
spade; maritime; boats,spade,True,"['spade; Maritime; Boat', 'spade, blubber', 'spade']","{""Object Name"": ""spade\nspade, blubber"", ""Other Terms"": ""spade; Maritime; Boat""}","{""Physical Description"": ""metal (overall material)\nwood (overall material)\nrope (overall material)"", ""Measurements"": ""overall: 85 3/4 in; x 217.805 cm""}"
spatulas,spatulas,False,['Spatulas (culinary tools)'],"{""Object Name"": ""spatula""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 9/16 in x 2 1/16 in x 12 1/8 in; 1.42875 cm x 5.23875 cm x 30.7975 cm""}"
spear heads,spear heads,False,"['Spear Head', 'Spear Head; Edged Weapons']","{""Object Name"": ""Spear Head"", ""Other Terms"": ""Spear Head; Edged Weapons""}","{""Physical Description"": ""metal (overall material)"", ""Measurements"": ""overall: 12 3/4 in x 1 1/4 in x 1 in; 32.385 cm x 3.175 cm x 2.54 cm""}"
spectacles,spectacles,False,['Spectacles'],"{""Object Name"": ""spectacles"", ""Object Type"": ""spectacles""}","{""Physical Description"": ""iron (frame material)\nglass (lens material)"", ""Measurements"": ""overall: 3/8 in x 4 3/4 in x 1 3/8 in; .9525 cm x 12.065 cm x 3.4925 cm""}"
spherometers,spherometers,False,['spherometer'],"{""Object Name"": ""spherometer""}","{""Physical Description"": ""metal (instrument material)\nwood (box material)"", ""Measurements"": ""overall: 4 in x 3 1/4 in x 4 in; 10.16 cm x 8.255 cm x 10.16 cm\noverall: 4 in x 3 1/4 in x 4 1/8 in; 10.16 cm x 8.255 cm x 10.4775 cm""}"
spigots,spigots,False,"['spigot', 'Spigot; Kitchen Utensils']","{""Object Name"": ""spigot"", ""Other Terms"": ""Spigot; Kitchen Utensils""}","{""Physical Description"": ""metal, brass (overall material)"", ""Measurements"": ""overall: 5/8 in x 5 3/8 in x 2 7/8 in; 1.5875 cm x 13.6525 cm x 7.3025 cm""}"
spindles,spindles,False,['Spindles (textile working equipment)'],"{""Object Name"": ""Spindle""}",
spinning frames,spinning frames,False,['spinning frame'],"{""Object Name"": ""spinning frame""}","{""Physical Description"": ""wood (overall material)\nmetal (overall material)"", ""Measurements"": ""overall: 61 in x 104 in x 36 in; 154.94 cm x 264.16 cm x 91.44 cm""}"
"spinning wheel, flaxes","spinning wheel, flaxes",False,"['Spinning Wheel, Flax']","{""Object Name"": ""Spinning Wheel, Flax""}","{""Physical Description"": ""wood (overall material)\nleather (overall material)""}"
"spinning wheel, wools","spinning wheel, wools",False,"['spinning wheel, wool']","{""Object Name"": ""spinning wheel, wool""}",
